Cliente [cód];Venda anual;Últim venda;Família
NEUGEBAUER ALIMENTOS S/A - FILIAL POA [30357];60.7;06/05/2013 00:00;IATD
NEUGEBAUER ALIMENTOS S/A - FILIAL POA [30357];5207;27/06/2013 00:00;TEFL
NEUGEBAUER ALIMENTOS S/A - VIAMAO [38164];3444;20/12/2013 00:00;PSeI
NEUMAR AMORIN AZEVEDO [49487];50;13/04/2017 00:00;_OUT
NEURI DIEL [54887];34;19/09/2019 00:00;_ASD
NEURI RAMON DE CASTRO [63515];22.5;04/05/2023 00:00;_ASD
NEURI RAMON DE CASTRO [63515];43.9;04/05/2023 00:00;IATD
NEURI RAMON DE CASTRO [63515];16.66;04/05/2023 00:00;PSeI
NEUSA CONCEIÇÃO SCHIMITZ LOBATO [57889];12.130.000.000.000.000;16/09/2024 00:00;IATD
NEUSA ILHA FERNANDES [46417];2.5;25/02/2016 00:00;IATD
NEUSA ILHA FERNANDES [46417];421.2;25/02/2016 00:00;PSeI
NEUSA SILVEIRA [60884];558.93;19/08/2024 00:00;_ASD
NEUSA SILVEIRA [60884];122;09/04/2024 00:00;_OUT
NEUSA SILVEIRA [60884];40;15/03/2024 00:00;_PVC
NEUSA SILVEIRA [60884];10.794.999.999.999.900;19/08/2024 00:00;ELET
NEUSA SILVEIRA [60884];1552.42;19/08/2024 00:00;IATD
NEUSA SILVEIRA [60884];614.36;15/04/2024 00:00;PAPE
NEUSA SILVEIRA [60884];120;15/03/2024 00:00;SIKA
NEVERTON JEIEL SAVEDRA DORNELES [41261];27.246.000.000.000.000;25/07/2014 00:00;IATD
NEVESDIAS SUPRIMENTOS INDUSTRIAIS LTDA - EPP [50034];1170;31/08/2017 00:00;_ASD
NEVESDIAS SUPRIMENTOS INDUSTRIAIS LTDA - EPP [50034];6065;19/02/2018 00:00;IATD
NEVESDIAS SUPRIMENTOS INDUSTRIAIS LTDA - EPP [50034];142;02/08/2017 00:00;PLXT
NEVESDIAS SUPRIMENTOS INDUSTRIAIS LTDA - EPP [50034];1080;14/09/2017 00:00;PSeI
NEVITON FABRICIO GARCIA [34248];60.92;04/05/2021 00:00;IATD
NEVITON LUIS DA SILVA ORSINO JUNIOR [39497];45.62;29/01/2014 00:00;IATD
NEW ALLIANCE LTDA. [29168];90;14/03/2014 00:00;
NEW ALLIANCE LTDA. [29168];49.5;29/05/2015 00:00;_OUT
NEW ALLIANCE LTDA. [29168];160;01/12/2016 00:00;IATD
NEW ALLIANCE LTDA. [29168];126.72;29/05/2015 00:00;PAPE
NEW ALLIANCE LTDA. [29168];1216;14/03/2014 00:00;PSeI
NEW COMERCIO DE PRODUTOS GRAFICOS LTDA - ME [35729];5131.5;25/09/2019 00:00;IATD
NEW COMERCIO DE PRODUTOS GRAFICOS LTDA - ME [35729];24.6;13/10/2016 00:00;PSeI
NEW FEIRA DE TAPETES CENTER LTDA [64603];1944;08/02/2024 00:00;PSeI
NEW FEIRA DE TAPETES CENTER LTDA ME [56775];7128;30/10/2023 00:00;PSeI
NEW PRINT EMBALAGENS E DISPLAYS LTDA [32165];208;16/08/2013 00:00;_ASD
NEW PRINT EMBALAGENS E DISPLAYS LTDA [32165];256;28/05/2025 00:00;FTAQ
NEW PRINT EMBALAGENS E DISPLAYS LTDA [32165];18429.48;28/05/2025 00:00;IATD
NEW PRINT EMBALAGENS E DISPLAYS LTDA [32165];122714.5;30/06/2025 00:00;PSeI
NEWSSTAND AND BUS VEICULACAO DE PUBLICIDADE LTDA [58728];408.93;06/05/2025 00:00;_OUT
NEWSSTAND AND BUS VEICULACAO DE PUBLICIDADE LTDA [58728];2785;06/05/2025 00:00;IATD
NEWSSTAND AND BUS VEICULACAO DE PUBLICIDADE LTDA [58728];191.2;25/10/2022 00:00;PSeI
NEWSSTAND AND BUS VEICULACAO DE PUBLICIDADE LTDA [58728];198;10/03/2021 00:00;SATW
NEWTEC CONSTRUCOES MECANICAS REVESTIMENTOS LTDA [31275];260;01/03/2013 00:00;_OUT
NEWTON CABRERA PINHO [52678];6;18/07/2018 00:00;_ASD
NEWTON CABRERA PINHO [52678];2.56;18/07/2018 00:00;_EPI
NEWTON CABRERA PINHO [52678];26.17;18/07/2018 00:00;AUTO
NEWTON CABRERA PINHO [52678];35.32;18/07/2018 00:00;IATD
NEWTON CABRERA PINHO [52678];9.9;18/07/2018 00:00;PR3M
NEWTON FABRICIO ULRICH [62322];2006.79;07/12/2022 00:00;SIKA
NEWTON LUIZ NASCIMENTO LOPES [62927];2735;05/01/2023 00:00;_ASD
NEWTON SANTOS [60577];28.22;29/09/2021 00:00;IATD
NEXT BRAZIL IMP E COM DE COMP P CALCADOS LTDA [43261];1110;28/05/2019 00:00;IATD
NEXT SOLUTIONS LTDA ME [56519];9.378.999.999.999.990;20/07/2021 00:00;IATD
NEXTEER IND E COM SISTEMAS AUTOMOTIVOS LTDA [31812];7221.01;24/08/2015 00:00;IATD
NEXTEER IND E COM SISTEMAS AUTOMOTIVOS LTDA [31812];1367.28;28/01/2014 00:00;PSeI
NEXXT DISTRIBUIDORA DE ALIMENTOS E BEBIDAS LTDA [60846];2057.59;02/07/2024 00:00;IATD
NG BORDADOS LTDA [29777];6.5;29/01/2014 00:00;_ASD
NG BORDADOS LTDA [29777];183;11/03/2015 00:00;IATD
NG COMERCIO E SERVICOS POSTAIS LTDA ME [33690];544.85;22/08/2025 00:00;_OUT
NG COMERCIO E SERVICOS POSTAIS LTDA ME [33690];785.49;21/07/2015 00:00;FTAQ
NG COMERCIO E SERVICOS POSTAIS LTDA ME [33690];185.8;27/06/2024 00:00;IATD
NG COMERCIO E SERVICOS POSTAIS LTDA ME [33690];119.55;15/01/2025 00:00;PAPE
NG COMERCIO E SERVICOS POSTAIS LTDA ME [33690];62.14;30/03/2023 00:00;PSeI
NHN COM DE FERRAGENS E UTILIDADES DOM LTDA [36008];59;17/06/2013 00:00;PSeI
NHN COM DE FERRAGENS E UTILIDADES DOM LTDA [36008];13;06/03/2014 00:00;REFL
NHN COM DE FERRAGENS E UTILIDADES DOM LTDA [36008];433.62;30/10/2017 00:00;TAPT
NI HAO IMPORTACAO E EXPORTACAO LTDA-ME [34669];649.26;12/12/2013 00:00;_OUT
NI HAO IMPORTACAO E EXPORTACAO LTDA-ME [34669];100;06/02/2013 00:00;PSeI
NIARA APARECIDA RODRIGUES [38652];198.72;01/11/2013 00:00;PSeI
NICHOLAS LANG SIMOES [35484];6;18/06/2015 00:00;_PVC
NICHOLAS LANG SIMOES [35484];30;18/06/2015 00:00;AUTO
NICHOLAS LANG SIMOES [35484];11.9;08/07/2021 00:00;FELT
NICHOLAS LANG SIMOES [35484];47.06;08/07/2021 00:00;IATD
NICKEL REPRESENTACOES LTDA - EPP [39473];45.21;28/01/2014 00:00;_OUT
NICKEL REPRESENTACOES LTDA - EPP [39473];30;28/01/2014 00:00;IATD
NICKEL REPRESENTACOES LTDA - EPP [39473];17.76;28/01/2014 00:00;PSeI
NICOLAS MISHALSKA MATOS [67364];67.28;24/07/2025 00:00;IATD
NICOLAS RODRIGUES MACEDO FARIAS [61014];23.64;07/01/2022 00:00;REFL
NICOLAS SILVA [62585];16.023.000.000.000.000;29/11/2022 00:00;IATD
NICOLAU JOSE CORREA [35769];54;10/09/2015 00:00;_OUT
NICOLAU JOSE CORREA [35769];14;10/09/2015 00:00;PSeI
NICOLE PEREIRA BOSSLE [55008];1107.44;01/09/2025 00:00;ELET
NICOLE PEREIRA BOSSLE [55008];2;04/04/2025 00:00;IATD
NIDES LOPES MORAES JUNIOR [39459];17.5;27/01/2014 00:00;IATD
NILDO NATAL BORBA ROSA [64572];30;16/11/2023 00:00;IATD
NILDO NATAL BORBA ROSA [64572];24.5;16/11/2023 00:00;SIKA
NILO ARDAIS [41686];35;08/09/2014 00:00;IATD
NILO CEZAR LIRIO LOPES - ME [37818];20;29/08/2014 00:00;IATD
NILO COUNTRY EMPREENDIMENTOS IMOBILIARIOS SPE LTDA [63171];876;03/03/2023 00:00;PSeI
NILO NORBERTO SBRUZZI DE TOLEDO [59816];30;17/05/2021 00:00;_EPI
NILO NORBERTO SBRUZZI DE TOLEDO [59816];56.3;17/05/2021 00:00;PSeI
NILO NORBERTO SBRUZZI DE TOLEDO [59816];648;17/05/2021 00:00;SATW
NILO PEDRO SAUSEN [42386];50;23/08/2018 00:00;_OUT
NILO PEDRO SAUSEN [42386];43.43;08/06/2016 00:00;IATD
NILO SERGIO NUNES DA SILVA [37328];62;09/07/2013 00:00;TAPT
NILS INDUSTRIA DE SERRAS FITA LTDA [59067];4437;22/05/2025 00:00;_ASD
NILSO SOTILLE [37898];211.4;12/12/2019 00:00;IATD
NILSO SOTILLE [37898];142.6;28/05/2019 00:00;REFL
NILSON DE OLIVEIRA MACHADO [48152];64.05;29/09/2016 00:00;PEL2
NILSON SCHMMER FILHO [65554];52.14;24/06/2024 00:00;PSeI
NILSON SOUZA MARTINS [39313];32.5;14/01/2014 00:00;PSeI
NILTON CESAR DA SILVA MARTINS [56968];156.9;13/04/2020 00:00;IATD
NILTON CESAR DOS SANTOS - ME [39141];45.21;17/12/2013 00:00;_OUT
NILTON CESAR LOPES RODRIGUES  [57927];142;21/08/2020 00:00;SATW
NILTON CESAR SILVEIRA SANTOS [49584];40;29/03/2019 00:00;_ASD
NILTON CEZAR CARVALHO [36883];260.4;29/05/2013 00:00;IATD
NILTON CEZAR CARVALHO [36883];8.64;29/05/2013 00:00;PSeI
NILTON EGON KUSS EIRELI  [54402];29;29/03/2019 00:00;_ASD
NILTON FRISKE [42659];50;05/12/2014 00:00;_OUT
NILTON FRISKE [42659];5.2;05/12/2014 00:00;PSeI
NILTON GAVIAO JUNIOR [37020];70;11/06/2013 00:00;IATD
NILTON JOSE PAZETTO [53294];18.9;17/10/2018 00:00;FELT
NILTON LUIS DA SILVEIRA [44090];148.98;21/09/2020 00:00;IATD
NILTON LUIS DA SILVEIRA [44090];20;21/05/2015 00:00;PSeI
NILTON ROGERIO SANTOS DA SILVA [51987];26.8;01/10/2018 00:00;IATD
NILTON SANTESTEVAM DE ALMEIDA [65888];32.3;27/08/2024 00:00;IATD
NILTON SANTESTEVAM DE ALMEIDA [65888];186.4;27/08/2024 00:00;SATW
NILTON SCHEFFEL [54100];12;12/12/2022 00:00;_ASD
NILTON SCHEFFEL [54100];27;12/03/2025 00:00;_PVC
NILTON SCHEFFEL [54100];272.65;19/03/2024 00:00;IATD
NILTON SCHEFFEL [54100];21.5;04/05/2020 00:00;SIKA
NILTON SERPA DOS SANTOS [46901];6.5;26/04/2016 00:00;SATW
NILVA SOARES DA CUNHA [39382];92.28;31/07/2014 00:00;_OUT
NIPPOCENTER COMERCIAL LTDA [39250];905.04;02/10/2014 00:00;PSeI
NIRO REMBOWSKI [32714];13;23/08/2017 00:00;IATD
NIRTON ADAMO VIEIRA MARISCO [55621];88.2;19/09/2019 00:00;IATD
NIRUMA MOVEIS LTDA [27650];2376;18/10/2024 00:00;_ASD
NIRUMA MOVEIS LTDA [27650];319.2;18/10/2024 00:00;ELET
NIRUMA MOVEIS LTDA [27650];7.509.299.999.999.990;28/08/2025 00:00;IATD
NIVALDO SCHEFER MIRANDA [52058];33.2;20/11/2020 00:00;IATD
NIVALDO SCHEFER MIRANDA [52058];6.117.600.000.000.000;14/01/2021 00:00;PSeI
NIVIA INES BRAUN 42497728020 [61765];505.49;26/08/2025 00:00;IATD
NIZE MARTINELLI RODRIGUES [40050];29;24/03/2014 00:00;IATD
NJC PECAS AUTOMOTIVAS OFF-ROAD LTDA [52032];11.4;13/09/2024 00:00;_ASD
NJC PECAS AUTOMOTIVAS OFF-ROAD LTDA [52032];28.34;04/04/2018 00:00;_EPI
NJC PECAS AUTOMOTIVAS OFF-ROAD LTDA [52032];185;13/09/2024 00:00;_OUT
NJC PECAS AUTOMOTIVAS OFF-ROAD LTDA [52032];45;13/09/2024 00:00;AUTO
NJC PECAS AUTOMOTIVAS OFF-ROAD LTDA [52032];18.81;13/09/2024 00:00;IATD
NJC PECAS AUTOMOTIVAS OFF-ROAD LTDA [52032];95.76;10/04/2019 00:00;PAPE
NJC PECAS AUTOMOTIVAS OFF-ROAD LTDA [52032];27.3;27/06/2023 00:00;PSeI
NK INDUSTRIA METALURGICA LTDA [61021];1576.56;10/01/2025 00:00;_ASD
NM DA SILVA - ME [38785];148.8;20/11/2013 00:00;_ASD
NM DA SILVA - ME [38785];17.82;20/11/2013 00:00;out/02
NNL ASSESSORIA E CONSULTORIA EM GESTAO DE NEGOCIOS [66106];1972.62;11/10/2024 00:00;IATD
NO PONTO DIST. DE GENEROS ALIMENT LIMITADA - EPP [47531];50.49;14/07/2016 00:00;_OUT
NO PONTO DIST. DE GENEROS ALIMENT LIMITADA - EPP [47531];130.29;30/08/2016 00:00;IATD
NOIZE ENTRETENIMENTO LTDA - ME [41252];40.16;25/07/2014 00:00;IATD
NOIZE ENTRETENIMENTO LTDA - ME [41252];108.8;25/07/2014 00:00;PSeI
NOLEVAL ALVES [45658];10;20/05/2021 00:00;IATD
NOLEVAL ALVES [45658];166.5;20/05/2021 00:00;TEFL
NOLLMED DIST E IMPORTADORA DE PRODUTOS ME [65293];36.8;25/07/2025 00:00;_ASD
NORDESTE TINTAS LTDA [41445];80;26/09/2014 00:00;
NORTEL SUPRIMENTOS INDUSTRIAIS LTDA [59312];702;23/03/2021 00:00;PSeI
NORTON  MOLON CECCHINI [36408];335.15;03/09/2025 00:00;_OUT
NORTON  MOLON CECCHINI [36408];5.802.800.000.000.000;06/03/2025 00:00;ELET
NORTON  MOLON CECCHINI [36408];15.247.599.999.999.900;22/05/2025 00:00;IATD
NORTON  MOLON CECCHINI [36408];217.62;06/03/2025 00:00;PSeI
NORTON CHAFFIOT [50239];240;04/08/2017 00:00;IATD
NORTON LUIS FABRIS [42098];57;15/01/2015 00:00;IATD
NORTON SAMUEL DE MELLO ACOSTA 02509544004 [66137];612.42;18/08/2025 00:00;IATD
NORTUL INDUSTRIA COM IMPORT E EXPORT LTDA [49307];1977.5;18/07/2017 00:00;IATD
NORTUL INDUSTRIA COM IMPORT E EXPORT LTDA [49307];194.4;07/06/2017 00:00;PSeI
NOSCHANG ARTES GRAFICAS LTDA [43981];16208.9;05/09/2025 00:00;IATD
NOSCHANG ARTES GRAFICAS LTDA [43981];3525;22/11/2024 00:00;PSeI
NOSSA DUCHA IND. E COM. LTDA. [28745];493.97;21/01/2014 00:00;IATD
NOSSA DUCHA IND. E COM. LTDA. [28745];82.48;28/05/2013 00:00;PSeI
NOTRAN METALURGIA AEROPORTUARIA LTDA [59070];70;08/01/2021 00:00;_OUT
NOTRAN METALURGIA AEROPORTUARIA LTDA [59070];277;08/01/2021 00:00;FTAQ
NOTRAN METALURGIA AEROPORTUARIA LTDA [59070];429.3;08/01/2021 00:00;PSeI
NOTRE DAME VEICULOS LTDA. MATRIZ [46952];40.7;25/07/2016 00:00;_OUT
NOTRE DAME VEICULOS LTDA. MATRIZ [46952];24;06/05/2016 00:00;IATD
NOVA CARLOS GOMES EMPREENDIMENTOS IMOB SPE [58171];40.8;18/09/2020 00:00;IATD
NOVA DIMENSAO ROBERT'S PROJ E CONST LANTER E. LTDA [29069];86.94;21/07/2015 00:00;IATD
NOVA GERACAO EMPREENDIMENTOS LTDA [42808];2333.8;19/03/2015 00:00;IATD
NOVA GERACAO EMPREENDIMENTOS LTDA [42808];47.4;06/01/2015 00:00;PSeI
NOVA MULTI COMUNICACAO VISUAL LTDA [31208];912.19;11/01/2022 00:00;_ASD
NOVA MULTI COMUNICACAO VISUAL LTDA [31208];50;26/06/2018 00:00;_OUT
NOVA MULTI COMUNICACAO VISUAL LTDA [31208];11158.55;10/01/2022 00:00;IATD
NOVA MULTI COMUNICACAO VISUAL LTDA [31208];48;26/07/2019 00:00;PSeI
NOVA MULTI COMUNICACAO VISUAL LTDA [31208];336;15/04/2019 00:00;REFL
NOVACAO - MATERIAIS DE CONSTRUCAO LTDA - EPP [44623];555;17/01/2017 00:00;IATD
NOVAES BRASIL COMERCIO DE FERRO E ACO LTDA [66245];518.34;07/11/2024 00:00;FTAQ
NOVALETRA COMUNICACAO VISUAL LTDA - ME [43255];74.06;24/02/2015 00:00;IATD
NOVAMETRO CONSTRUCOES LTDA - EPP [43276];23.98;26/02/2015 00:00;IATD
NOVATEC CONSTRUTORA LTDA [57362];704.9;05/11/2020 00:00;IATD
NOVO INDUSTRIES LTDA [41873];327.75;24/09/2014 00:00;_OUT
NOVO MUNDO PRODUTOS PARA DECORACAO LTDA [34720];222.24;26/11/2020 00:00;FTAQ
NOVO MUNDO PRODUTOS PARA DECORACAO LTDA [34720];21.713.199.999.999.900;16/10/2024 00:00;IATD
NOVO MUNDO PRODUTOS PARA DECORACAO LTDA [34720];2727.72;08/08/2024 00:00;PSeI
NOVO MUNDO PRODUTOS PARA DECORACAO LTDA [34720];126;20/02/2014 00:00;TAPT
NOVO RUMO ALIMENTOS DO BRASIL LTDA [40424];103.2;08/07/2019 00:00;_OUT
NOVO RUMO ALIMENTOS DO BRASIL LTDA [40424];1828;11/11/2019 00:00;PSeI
NOVO RUMO ALIMENTOS DO BRASIL LTDA [40424];90.9;24/07/2017 00:00;TAPT
NOVOCITRUS INDUSTRIA E COMERCIO LTDA [29060];74.36;14/05/2015 00:00;FTAQ
NOVOCITRUS INDUSTRIA E COMERCIO LTDA [29060];242.12;12/02/2016 00:00;IATD
NOVOCITRUS INDUSTRIA E COMERCIO LTDA [29060];599.04;01/08/2013 00:00;PSeI
NOVUS PRODUTOS ELETRONICOS LTDA [29800];4;14/10/2020 00:00;_ASD
NOVUS PRODUTOS ELETRONICOS LTDA [29800];3980;10/09/2025 00:00;_OUT
NOVUS PRODUTOS ELETRONICOS LTDA [29800];162;14/04/2025 00:00;_PVC
NOVUS PRODUTOS ELETRONICOS LTDA [29800];39.58;21/11/2019 00:00;FTAQ
NOVUS PRODUTOS ELETRONICOS LTDA [29800];5463.6;19/08/2025 00:00;IATD
NOX COZINHAS COM E INDUSTRIA DE COZINHAS EIRE [56253];1000;06/05/2021 00:00;
NOX COZINHAS COM E INDUSTRIA DE COZINHAS EIRE [56253];634.75;19/03/2025 00:00;_ASD
NOX COZINHAS COM E INDUSTRIA DE COZINHAS EIRE [56253];88.93;21/09/2023 00:00;_OUT
NOX COZINHAS COM E INDUSTRIA DE COZINHAS EIRE [56253];1732.5;19/03/2025 00:00;IATD
NOX COZINHAS COM E INDUSTRIA DE COZINHAS EIRE [56253];20;21/09/2023 00:00;PSeI
NSF BRASIL PRESTACAO DE SERVICOS DE ANALISES E CER [30430];99.5;28/03/2025 00:00;_OUT
NTEC MAN DE FERR PNEUMATICAS E TOLAS DE PINTURAS  [59733];1400;06/07/2021 00:00;_ASD
NTEC MAN DE FERR PNEUMATICAS E TOLAS DE PINTURAS  [59733];46.5;23/07/2024 00:00;IATD
NUBEM AQUILES CARNEIRO E SILVA [59919];11.571.000.000.000.000;25/11/2024 00:00;IATD
NUBEM AQUILES CARNEIRO E SILVA [59919];5;16/08/2023 00:00;PSeI
NUBEM AQUILES CARNEIRO E SILVA [59919];12;28/11/2023 00:00;SIKA
NUOVA MAQUINAS E EQUIPAMENTOS LTDA [30941];272.57;25/09/2014 00:00;_OUT
NUOVA MAQUINAS E EQUIPAMENTOS LTDA [30941];9.380.000.000.000.000;25/09/2014 00:00;IATD
NUOVA MAQUINAS E EQUIPAMENTOS LTDA [30941];278.28;15/05/2014 00:00;PSeI
NUTRESSENCIAL ALIMENTOS LTDA [31405];996.3;12/03/2015 00:00;PSeI
NW DISTRIBUIDORA DE BEBIDAS LTDA EPP [58311];5.869.300.000.000.000;07/10/2021 00:00;IATD
NZR IND E COM DE ESQUADRIAS DE ALUMINIO  LTDA EPP [28676];320;22/05/2023 00:00;IATD
O T S TRANSPORTES  EIRELI - ME - OESTESUL [42558];39.4;19/01/2016 00:00;IATD
O T S TRANSPORTES  EIRELI - ME - OESTESUL [42558];20.4;19/01/2016 00:00;PSeI
OAK INDUSTRIAL LTDA [51342];1105;03/01/2018 00:00;_ASD
OAP CONSTRUCOES LTDA [35315];80;20/12/2016 00:00;_ASD
OAP CONSTRUCOES LTDA [35315];54;19/12/2014 00:00;_OUT
OAP CONSTRUCOES LTDA [35315];168;28/05/2019 00:00;IATD
OAP CONSTRUCOES LTDA [35315];222;28/03/2013 00:00;out/02
OAP CONSTRUCOES LTDA [35315];4957.43;20/12/2016 00:00;PAPE
OAP CONSTRUCOES LTDA [35315];110;20/12/2016 00:00;PSeI
OAP CONSTRUCOES LTDA [35315];156.8;12/02/2015 00:00;SATW
OBERDAN FAGUNDES GONÇALVES [61861];300.52;13/04/2023 00:00;REFL
OBRAPRIMA CONSTRUCOES LTDA [61180];119;09/02/2022 00:00;SATW
OCINEI LIMA DE ALMEIDA [54962];22;17/09/2019 00:00;_ABR
OCINEI LIMA DE ALMEIDA [54962];263.65;01/11/2019 00:00;_ASD
OCTAVIO MARTINS DE LIMA [38583];26;28/10/2013 00:00;FECH
OCTAVIO MARTINS DE LIMA [38583];13.704.999.999.999.900;28/10/2013 00:00;PSeI
ODAIR OTT [46539];6;08/03/2016 00:00;IATD
ODASIR CAVANUS [60764];5.9;08/11/2021 00:00;ELET
ODASIR CAVANUS [60764];13.601.999.999.999.900;08/11/2021 00:00;REFL
ODETE DOS SANTOS PAIM [40387];39.51;24/09/2021 00:00;IATD
ODETE MARIA ZANATA [63797];24.24;28/06/2023 00:00;IATD
ODETE MARIA ZANATA [63797];280;28/06/2023 00:00;PAPE
ODI SANTIAGO DA CUNHA [64859];367.56;31/01/2024 00:00;IATD
ODONE BIZZ [36322];24.62;10/04/2013 00:00;IATD
ODONTO TCHE - COM DE PROD E EQUIP ODONT LTDA-ME [41214];53.98;04/07/2016 00:00;PR3M
ODONTO TCHE - COM DE PROD E EQUIP ODONT LTDA-ME [41214];32.5;24/07/2014 00:00;PSeI
OFERTAO DO OCULOS COMERCIO DE ARTIGOS DE OTICA EIR [59779];835.65;04/02/2022 00:00;IATD
OFFICE SUPRIMENTOS PARA ESCRITORIO LTDA - ME [41696];31.02;18/03/2019 00:00;PSeI
OFFICIAL PRODUTOS PARA SAUDE LTDA [57146];213.1;10/06/2022 00:00;_OUT
OFFICIAL PRODUTOS PARA SAUDE LTDA [57146];60;11/03/2025 00:00;IATD
OFFICIAL PRODUTOS PARA SAUDE LTDA [57146];1876;08/08/2025 00:00;PSeI
OFICINA DA MADEIRA MOVEIS LTDA [63923];11.326.000.000.000.000;30/05/2025 00:00;_ABR
OFICINA DA MADEIRA MOVEIS LTDA [63923];3990.96;19/02/2025 00:00;_ASD
OFICINA DA MADEIRA MOVEIS LTDA [63923];1431.44;27/05/2025 00:00;IATD
OFICINA DE MOVEIS BERGALOSCHI LTDA [881];1450.96;21/10/2020 00:00;AUTO
OFICINA DE MOVEIS BERGALOSCHI LTDA [881];76;19/10/2021 00:00;IATD
OFICINA DE MOVEIS BERGALOSCHI LTDA [881];2376;01/10/2013 00:00;PSeI
OFICINA METALICA SEVERO LTDA. - ME [36199];245.2;16/07/2020 00:00;_ASD
OFICINA METALICA SEVERO LTDA. - ME [36199];80.68;28/03/2013 00:00;_EPI
OFICINA METALICA SEVERO LTDA. - ME [36199];21.06;01/10/2013 00:00;IATD
OGIVA ENERGY FOOD LTDA.  [53995];34.58;05/02/2019 00:00;IATD
OILSON HENRIQUE GAVA [50624];30;23/07/2025 00:00;IATD
OILSON HENRIQUE GAVA [50624];15.6;03/05/2021 00:00;REFL
OLAIR CORREA DIAS [38960];150;02/12/2013 00:00;PLXT
OLAIR LAURENTINO BONETE [51100];133.53;25/07/2025 00:00;_OUT
OLAIR LAURENTINO BONETE [51100];63.42;18/05/2021 00:00;IATD
OLAIR LAURENTINO BONETE [51100];26;25/07/2025 00:00;PSeI
OLAVIO BUENO DA ROSA [45669];10;12/11/2015 00:00;
OLAVIO BUENO DA ROSA [45669];20.44;24/02/2016 00:00;_ASD
OLAVIO BUENO DA ROSA [45669];50;12/11/2015 00:00;_OUT
OLAVIO BUENO DA ROSA [45669];15.1;11/12/2015 00:00;ELET
OLAVIO BUENO DA ROSA [45669];10.4;12/11/2015 00:00;PSeI
OLAVO TEMPES [39782];51.05;26/05/2020 00:00;_OUT
OLAVO TEMPES [39782];6;26/05/2020 00:00;IATD
OLAVO TEMPES [39782];6.3;26/05/2020 00:00;PSeI
OLDAIR BARCELOS DA SILVA [48607];17;28/11/2016 00:00;IATD
OLDAIR RENATO SILVEIRA DA ROSA [43686];11.8;09/04/2015 00:00;REFL
OLGA TEREZINHA BAU TOMASINI [38572];3.06;28/10/2013 00:00;
OLI FERREIRA RAMOS [41010];35.85;03/06/2025 00:00;_ASD
OLI FERREIRA RAMOS [41010];29.5;22/03/2017 00:00;_EPI
OLI FERREIRA RAMOS [41010];5.8;11/03/2024 00:00;_PVC
OLI FERREIRA RAMOS [41010];90.92;01/07/2014 00:00;AUTO
OLI FERREIRA RAMOS [41010];70;22/03/2017 00:00;IATD
OLIM AGRO CEREAIS LTDA [58279];4195.02;05/10/2020 00:00;IATD
OLIRIO ANTONIO BOFF [60313];26.57;12/05/2022 00:00;_ASD
OLISSES MIRANDA CATELAN [61100];9.2;11/04/2023 00:00;IATD
OLISSES MIRANDA CATELAN [61100];95.25;08/02/2024 00:00;REFL
OLIVA CONST E EMPREENDIMENTOS IMOBILIARIO LTDA [57842];29.692.000.000.000.000;10/09/2020 00:00;ELET
OLIVA CONSTRUÇÕES E EMPREEND IMOB LTDA FILIAL [58068];1484.6;10/09/2020 00:00;ELET
OLIVA CONSTRUÇÕES E EMPREEND IMOB LTDA FILIAL [58068];30283.58;04/08/2021 00:00;IATD
OLIVA CONSTRUÇÕES E EMPREEND IMOB LTDA FILIAL [58068];9748.65;27/07/2021 00:00;SIKA
OLIVEIRA INDUSTRIA E COM DE PROD ALIMENTICIOS [52967];350.52;28/07/2020 00:00;IATD
OLIVEIRA INDUSTRIA E COM DE PROD ALIMENTICIOS [52967];437.9;11/09/2018 00:00;out/02
OLIVEIRA INDUSTRIA E COM DE PROD ALIMENTICIOS [52967];64.5;28/07/2020 00:00;PAPE
OLIVEIRA INDUSTRIA E COM DE PROD ALIMENTICIOS [52967];13.635.000.000.000.000;28/07/2020 00:00;TAPT
OLIVERBARTH COMERCIAL LTDA - ME [49297];2419.2;20/03/2017 00:00;PSeI
OLIVIA BIBIANA FALCAO [54270];41;13/03/2019 00:00;IATD
OLIVIO DA SILVA [30611];28;16/07/2013 00:00;
OLIVIO DA SILVA [30611];249;08/03/2018 00:00;_ABR
OLIVIO DA SILVA [30611];65;30/08/2024 00:00;_ASD
OLIVIO DA SILVA [30611];70.7;30/11/2016 00:00;_EPI
OLIVIO DA SILVA [30611];18.15;08/05/2017 00:00;ELET
OLIVIO DA SILVA [30611];41.2;08/03/2018 00:00;IATD
OLIVIO DA SILVA [30611];30.5;08/03/2018 00:00;PSeI
OLIVIO DA SILVA [30611];45.45;17/10/2017 00:00;TAPT
OLIVIO DA SILVA -MANUTENCAO [41971];97.7;08/03/2019 00:00;_ABR
OLIVIO DA SILVA -MANUTENCAO [41971];23.607.999.999.999.900;21/09/2020 00:00;_ASD
OLIVIO DA SILVA -MANUTENCAO [41971];20.88;08/03/2019 00:00;ELET
OLIVIO DA SILVA -MANUTENCAO [41971];11;21/09/2020 00:00;IATD
OLIVIO DA SILVA -MANUTENCAO [41971];30;08/03/2019 00:00;PSeI
OLMAR SCHMITZ DIAS [36616];70.4;06/05/2013 00:00;_ASD
OLY AZEVEDO NETO [49482];39;12/04/2017 00:00;_EPI
OLY AZEVEDO NETO [49482];55;12/04/2017 00:00;PSeI
OMAR BECKER [33001];23;11/01/2013 00:00;AUTO
